contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry
QQQ250915C00581000,2025-09-11 18:38:45+00:00,581.0,5.0,5.02,5.21,1.51,43.266476,786.0,658,0.1159146026611328,True,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00582000,2025-09-11 18:37:09+00:00,582.0,4.16,4.41,4.47,1.2399998,42.465744,1766.0,731,0.11225252990722655,True,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00583000,2025-09-11 18:50:39+00:00,583.0,3.77,3.69,3.74,1.3199999,53.87755,3316.0,568,0.10736976623535156,True,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00584000,2025-09-11 18:46:16+00:00,584.0,3.0,3.0,3.02,1.04,54.45026,2420.0,621,0.10120527709960936,True,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00585000,2025-09-11 18:50:15+00:00,585.0,2.44,2.45,2.46,0.85,53.459118,3284.0,1590,0.0989469989013672,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00586000,2025-09-11 18:50:16+00:00,586.0,1.9,1.91,1.93,0.66999996,54.47154,1165.0,443,0.0955290643310547,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00587000,2025-09-11 18:49:33+00:00,587.0,1.42,1.45,1.47,0.40999997,40.594055,1008.0,692,0.0922942333984375,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00588000,2025-09-11 18:50:15+00:00,588.0,1.07,1.07,1.09,0.31000006,40.789482,1092.0,735,0.08960871337890625,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00589000,2025-09-11 18:50:17+00:00,589.0,0.78,0.77,0.78,0.19,32.203392,479.0,232,0.08698422790527345,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00590000,2025-09-11 18:31:04+00:00,590.0,0.51,0.52,0.54,0.07999998,18.604647,5251.0,1417,0.08472594970703126,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00591000,2025-09-11 18:49:06+00:00,591.0,0.36,0.35,0.36,0.030000001,9.375,1508.0,205,0.08277284423828127,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00592000,2025-09-11 18:49:06+00:00,592.0,0.25,0.26,0.27,-0.00999999,-3.8461504,768.0,362,0.08435974243164066,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00593000,2025-09-11 18:35:43+00:00,593.0,0.16,0.16,0.17,-0.02000001,-11.111116,477.0,414,0.08265077514648439,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00594000,2025-09-11 18:44:16+00:00,594.0,0.1,0.11,0.12,-0.050000004,-33.333336,216.0,303,0.08350525878906252,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00595000,2025-09-11 18:32:57+00:00,595.0,0.09,0.08,0.09,-0.019999996,-18.181814,766.0,1483,0.08570250244140626,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00600000,2025-09-11 18:44:56+00:00,600.0,0.03,0.03,0.04,-0.020000001,-40.000004,945.0,2925,0.10352458984374999,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00605000,2025-09-11 16:12:29+00:00,605.0,0.02,0.01,0.02,0.0,0.0,14.0,454,0.1211025390625,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00610000,2025-09-11 16:12:58+00:00,610.0,0.02,0.01,0.02,0.0,0.0,13.0,69,0.145516357421875,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00615000,2025-09-08 19:03:48+00:00,615.0,0.01,0.0,0.01,0.0,0.0,51.0,60,0.15821154296875,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00620000,2025-09-04 13:52:31+00:00,620.0,0.03,0.0,0.01,0.0,0.0,,4,0.179695703125,False,REGULAR,USD,QQQ,2025-09-15
QQQ250915C00625000,2025-09-10 19:47:03+00:00,625.0,0.01,0.0,0.01,0.0,0.0,1.0,667,0.20313296874999998,False,REGULAR,USD,QQQ,2025-09-15
