contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,expiry
SPY250915P00590000,2025-09-10 17:06:15+00:00,590.0,0.05,0.02,0.03,0.0,0.0,102.0,1254,0.34766277343749996,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00591000,2025-09-05 14:39:32+00:00,591.0,0.19,0.02,0.03,0.0,0.0,5.0,5,0.3437565625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00592000,2025-09-05 15:02:53+00:00,592.0,0.2,0.02,0.03,0.0,0.0,2.0,2,0.33789724609375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00594000,2025-09-11 14:09:38+00:00,594.0,0.04,0.02,0.03,-0.02,-33.333336,7.0,71,0.32813171874999997,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00595000,2025-09-10 15:58:17+00:00,595.0,0.06,0.03,0.04,0.0,0.0,10.0,1205,0.33399103515625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00596000,2025-09-10 19:07:40+00:00,596.0,0.04,0.03,0.04,0.0,0.0,4.0,204,0.32813171874999997,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00597000,2025-09-10 19:21:53+00:00,597.0,0.06,0.03,0.04,0.0,0.0,1.0,4,0.3242255078124999,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00598000,2025-09-10 19:21:46+00:00,598.0,0.06,0.03,0.04,0.0,0.0,1.0,4,0.31836619140624994,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00599000,2025-09-09 19:30:01+00:00,599.0,0.06,0.03,0.04,0.0,0.0,15.0,19,0.31445998046874996,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00600000,2025-09-11 16:23:31+00:00,600.0,0.05,0.03,0.04,-0.009999998,-16.666662,40.0,469,0.3086006640625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00601000,2025-09-10 14:08:29+00:00,601.0,0.05,0.03,0.04,0.0,0.0,7.0,9,0.304694453125,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00602000,2025-09-09 18:44:06+00:00,602.0,0.08,0.03,0.04,0.0,0.0,2.0,81,0.29883513671874995,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00603000,2025-09-10 17:27:31+00:00,603.0,0.05,0.03,0.04,-0.02,-28.571428,1.0,166,0.29395237304687494,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00604000,2025-09-10 19:51:22+00:00,604.0,0.07,0.03,0.04,0.0,0.0,5.0,76,0.2890696093749999,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00605000,2025-09-11 18:26:58+00:00,605.0,0.05,0.04,0.05,-0.029999997,-37.499996,31.0,182,0.2910227148437499,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00606000,2025-09-10 18:15:43+00:00,606.0,0.07,0.04,0.05,0.0,0.0,3.0,20,0.28613995117187496,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00607000,2025-09-10 20:02:01+00:00,607.0,0.09,0.04,0.05,0.0,0.0,1.0,1156,0.28125718749999995,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00608000,2025-09-10 15:15:35+00:00,608.0,0.07,0.04,0.05,0.0,0.0,12.0,331,0.27539787109374997,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00609000,2025-09-10 19:32:11+00:00,609.0,0.09,0.04,0.05,0.0,0.0,2.0,163,0.27149166015625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00610000,2025-09-11 17:00:56+00:00,610.0,0.05,0.04,0.05,-0.02,-28.571428,8.0,1051,0.26563234375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00611000,2025-09-09 17:06:55+00:00,611.0,0.09,0.04,0.05,0.0,0.0,4.0,297,0.260749580078125,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00612000,2025-09-11 13:39:48+00:00,612.0,0.05,0.05,0.06,-0.05,-50.0,2.0,1400,0.2617261328125,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00613000,2025-09-11 17:12:54+00:00,613.0,0.06,0.05,0.06,-0.09,-59.999996,51.0,1991,0.25586681640625003,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00614000,2025-09-11 17:44:01+00:00,614.0,0.05,0.05,0.06,-0.040000003,-44.444447,24.0,641,0.25098405273437496,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00615000,2025-09-11 15:05:27+00:00,615.0,0.09,0.05,0.06,-0.029999994,-24.999994,394.0,4232,0.2461012890625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00616000,2025-09-10 15:26:09+00:00,616.0,0.1,0.05,0.06,0.0,0.0,3.0,376,0.24024197265624997,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00617000,2025-09-11 16:50:14+00:00,617.0,0.08,0.06,0.07,-0.020000003,-20.000002,31.0,888,0.24024197265624997,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00618000,2025-09-11 18:06:14+00:00,618.0,0.06,0.06,0.07,-0.06999999,-53.84615,206.0,750,0.23438265625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00619000,2025-09-11 15:20:13+00:00,619.0,0.1,0.06,0.07,-0.019999996,-16.666662,8.0,58,0.229499892578125,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00620000,2025-09-11 18:46:10+00:00,620.0,0.06,0.06,0.07,-0.08,-53.333332,119.0,5118,0.22364057617187497,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00621000,2025-09-10 20:07:47+00:00,621.0,0.07,0.06,0.07,-0.080000006,-47.058823,11.0,273,0.21875781249999998,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00622000,2025-09-11 16:41:57+00:00,622.0,0.09,0.07,0.08,-0.060000002,-40.0,40.0,1800,0.2172929833984375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00623000,2025-09-11 18:00:00+00:00,623.0,0.08,0.07,0.08,-0.08,-50.0,234.0,609,0.21192194335937498,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00624000,2025-09-11 18:17:36+00:00,624.0,0.08,0.07,0.08,-0.08,-50.0,4.0,2006,0.20606262695312497,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00625000,2025-09-11 17:24:40+00:00,625.0,0.1,0.08,0.09,-0.059999995,-37.499996,48.0,3181,0.20410952148437497,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00626000,2025-09-11 18:29:08+00:00,626.0,0.09,0.08,0.09,-0.099999994,-52.631573,88.0,307,0.19873848144531248,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00627000,2025-09-11 17:09:45+00:00,627.0,0.13,0.08,0.09,-0.060000002,-31.578947,39.0,3387,0.19336744140625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00628000,2025-09-11 17:48:36+00:00,628.0,0.1,0.09,0.1,-0.10999999,-52.38095,177.0,858,0.1909260595703125,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00629000,2025-09-11 18:07:45+00:00,629.0,0.1,0.09,0.1,-0.10999999,-52.38095,267.0,1575,0.18506674316406246,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00630000,2025-09-11 18:42:04+00:00,630.0,0.11,0.1,0.11,-0.13,-54.166668,1861.0,6212,0.1821370849609375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00631000,2025-09-11 17:28:25+00:00,631.0,0.12,0.1,0.11,-0.12,-50.0,919.0,3375,0.17627776855468752,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00632000,2025-09-11 18:25:49+00:00,632.0,0.11,0.11,0.12,-0.17,-60.714287,325.0,572,0.1733481103515625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00633000,2025-09-11 18:16:03+00:00,633.0,0.11,0.11,0.12,-0.2,-64.51613,1095.0,954,0.16748879394531252,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00634000,2025-09-11 18:39:41+00:00,634.0,0.13,0.12,0.13,-0.20000002,-60.606064,438.0,770,0.16358258300781253,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00635000,2025-09-11 18:43:05+00:00,635.0,0.12,0.12,0.13,-0.21000001,-61.764706,2110.0,2980,0.1577232666015625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00636000,2025-09-11 18:29:08+00:00,636.0,0.14,0.13,0.14,-0.24,-63.157894,417.0,742,0.1538170556640625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00637000,2025-09-11 17:44:51+00:00,637.0,0.15,0.14,0.15,-0.29,-65.90909,2250.0,2853,0.14966670654296876,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00638000,2025-09-11 18:43:28+00:00,638.0,0.16,0.15,0.16,-0.31,-65.95744,303.0,2416,0.14527221923828126,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00639000,2025-09-11 18:38:00+00:00,639.0,0.16,0.16,0.17,-0.34,-69.38776,580.0,317,0.14063359375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00640000,2025-09-11 18:45:00+00:00,640.0,0.18,0.17,0.18,-0.39999998,-68.965515,2873.0,4521,0.13599496826171875,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00641000,2025-09-11 18:30:19+00:00,641.0,0.18,0.18,0.19,-0.46999997,-72.307686,406.0,633,0.13086806640624998,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00642000,2025-09-11 18:47:22+00:00,642.0,0.2,0.19,0.2,-0.53000003,-73.611115,531.0,1612,0.125985302734375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00643000,2025-09-11 18:42:56+00:00,643.0,0.21,0.21,0.22,-0.59000003,-71.95122,337.0,999,0.12183495361328125,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00644000,2025-09-11 18:30:09+00:00,644.0,0.24,0.23,0.24,-0.68,-73.91304,712.0,1034,0.11731839721679688,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00645000,2025-09-11 18:50:29+00:00,645.0,0.25,0.24,0.25,-0.78999996,-75.96154,2189.0,2120,0.11158114990234375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00646000,2025-09-11 18:48:45+00:00,646.0,0.29,0.28,0.29,-0.89,-76.06838,657.0,1193,0.108407353515625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00647000,2025-09-11 18:49:34+00:00,647.0,0.32,0.31,0.32,-1.01,-75.93986,2093.0,2970,0.10376872802734374,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00648000,2025-09-11 18:46:13+00:00,648.0,0.35,0.34,0.35,-1.18,-77.124176,2397.0,1787,0.09876389526367188,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00649000,2025-09-11 18:50:31+00:00,649.0,0.4,0.4,0.41,-1.35,-77.14286,1651.0,1214,0.09534596069335938,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00650000,2025-09-11 18:47:36+00:00,650.0,0.47,0.46,0.47,-1.54,-76.61691,9326.0,2367,0.09119561157226563,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00651000,2025-09-11 18:48:40+00:00,651.0,0.56,0.54,0.55,-1.79,-76.17022,3880.0,2266,0.08741146972656251,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00652000,2025-09-11 18:49:06+00:00,652.0,0.65,0.65,0.66,-2.0300002,-75.46468,5569.0,1898,0.08423767333984378,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00653000,2025-09-11 18:48:26+00:00,653.0,0.78,0.76,0.77,-2.28,-74.5098,6827.0,964,0.07984318603515625,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00654000,2025-09-11 18:50:12+00:00,654.0,0.91,0.9,0.91,-2.59,-73.78918,8409.0,5369,0.07569283691406252,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00655000,2025-09-11 18:50:31+00:00,655.0,1.11,1.11,1.12,-2.9099998,-72.38806,14892.0,4643,0.0727631787109375,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00656000,2025-09-11 18:50:02+00:00,656.0,1.36,1.35,1.36,-3.21,-70.2407,10645.0,297,0.06910110595703126,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00657000,2025-09-11 18:50:14+00:00,657.0,1.65,1.64,1.66,-3.6999998,-69.158875,11668.0,526,0.06550006774902344,False,REGULAR,USD,SPY,2025-09-15
SPY250915P00658000,2025-09-11 18:50:56+00:00,658.0,2.07,2.07,2.09,-5.09,-71.3885,5036.0,1069,0.0637911004638672,True,REGULAR,USD,SPY,2025-09-15
SPY250915P00659000,2025-09-11 18:50:12+00:00,659.0,2.5,2.51,2.52,-5.75,-69.69697,2430.0,310,0.05933557861328125,True,REGULAR,USD,SPY,2025-09-15
SPY250915P00660000,2025-09-11 18:40:27+00:00,660.0,3.21,3.12,3.15,-4.64,-59.10828,1120.0,368,0.058603164062500004,True,REGULAR,USD,SPY,2025-09-15
SPY250915P00661000,2025-09-11 18:45:50+00:00,661.0,3.83,3.75,3.81,-4.91,-56.17849,388.0,32,0.055673505859375,True,REGULAR,USD,SPY,2025-09-15
SPY250915P00663000,2025-09-11 18:46:04+00:00,663.0,5.45,5.38,5.48,-3.96,-42.08289,27.0,1,0.05530729858398438,True,REGULAR,USD,SPY,2025-09-15
SPY250915P00680000,2025-09-08 15:30:25+00:00,680.0,30.18,21.12,23.8,0.0,0.0,1.0,0,0.26746338012695314,True,REGULAR,USD,SPY,2025-09-15
SPY250915P00690000,2025-09-04 18:34:55+00:00,690.0,42.57,31.03,34.25,0.0,0.0,,0,0.3709779699707031,True,REGULAR,USD,SPY,2025-09-15
